구분,질문,답변
전세,"['2억 8천 오피스텔 전세로 들어왔고, 계약 당시 건물 등기부등본에 가압류나 근저당 없었습니다. 그 후, 확정일자랑 전입신고 다 했고요.4월이면 전세 계약이 끝나는데 집주인이 집 180채를 보유했고 그에 대한 세금 약 16억 이상을 못 냈습니다.전 4월 3일날 계약을 했고, 등기사항전부증명서를 보니 갑구 소유권 이전이 됐더라고요. (접수 2020년 4월 20일) -\xa0 등시원인 4월 1일 매매입니다.1. 제가 전세를 할 당시(4월 3일) 소유주는 A였는데 그 전 날(4월 1일)에 매매가 됐으면 A가 아니라 B가 소유주여야 하는 게 아닌가요?2. 소유권 이전 접수날인 20일 전에 확정일자랑 전입신고를 했으니 등기원인 이유와 상관없이 경매시 대항력있는 선순위 임차권이 되는 것인가요?\n']","['안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 정종욱 입니다.\n말씀하신 사안은 등기부등본, 주민등록초본, 임대차 계약서 등을 보아야 정확하게 판단이 가능할 것으로 보입니다. 자세한 상담을 원하시면 관련 자료를 지참해 전문 변호사와 상담을 진행하시는 것이 좋습니다. 갭투자로 다수의 부동산을 소유한 집주인에게 전세보증금을 떼이는 사례가 늘어나고 있습니다. 신속한 보증금 반환을 위해서는 필요한 법적 조치를 취하시는 것이 좋습니다.\n갭투자 전세사기 대응방법에 관해서는 아래 블로그 글을 참고하시면 도움이 되실 것입니다.\n']"
전세,"['안녕하세요내년 2월이 전세만기입니다.궁금한점은 이 집을 전세->월세로 변경하려고 하는데요임대인, 임차인 모두 변하지 않고 동일하다면이 경우 그냥 개인끼리 부동산 통하지 않고 서류를작성할경우 문제 될게 있을까요?\n']",['']
전세,['21년 11월 에 계약을 했고 이번년도 11월이면 계약만기일자입니다 산지 몇개월쯤 되었을때 비가 새더군요 그래서 계약서에 적혀져있던 번호 저장후 연락을 주고받고 오셨었는데 본인이 동생이라더군요 몇채를 관리하는데 형은 서울로 이사를 가서 여기지역은 본인이 관리한다면서요 그래서 아그렇군요 하고 고쳐지지않아서 1년가까이 연락을 주고받고 얼굴뵙기를 여러번 저도 지쳐서 그래 그냥 냅두자 했습니다 근데 부동산에서 얼마전 연락이 오더군요 집주인이 집을 내놨다면서요 근데 연락이 안된다면서 번호 알려달라더군요 저도 전화해봤지만 이미 바뀐번호구요 그랴서 부동산측이랑 전화를 했더니 사실은 이미 2.3월쯤 집을 내놨고 그뒤로 잠수를 탔다는겁니다 자기도 모른다고 저는 뒤늦게 계약서를 찾아봤고 아차 싶었습니다 계약당시 집주인분은 10분본게 다입니다 그 번호는 저랑 연락주고받았던 동생번호구요 그랴서 알고계셨냐 물어보니 탸연하게 아그래요? 하면서 근데 그사람 친동생 아닌데 ..하면서 ...어처구니가없어서 자꾸 경매에 넘기라더군요여기서 제가 궁굼한건1.부동산도 한패인거 같은 느낌인데 물증은 없습니다 .증거가 문자나 녹취록이 있으면 부동산도 책임을 물을수 있는지 2.내용증명 보내고있고 동사무소가서 초본떼면 바뀐주소지가 나온다더군요 그럼 제가 찾아도 돈없다고 하면 어떻게 해야되는지3.경매에 넘겨지면 돈 다 돌려받을수 있는지 (전세1억에 들어왔고 시세가 많이 떨어져서 지금 8천 언저리입니다)은행에서는 일단 묵시적 연장 가능하다고 하는데 저는 그 집에 살고싶지않은데 못갚으면 제 신용에 타격이 크답니다 만기가 남아서 이러지도 저러지도 못하고있어요 어쩌면 좋을까요.....\n'],"['안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 정종욱 변호사입니다.\n\u200b최근 세입자들의 소중한 보증금을 떼어먹는 전세사기가 기승을 부리고 있어 세입자들의 각별한 주의가 필요한 상황입니다. 하지만 사기꾼들의 수법이 워낙 교묘하기 때문에 조심을 한다고 하더라도 눈 뜨고 코베이는 식으로 전세사기를 당하기 십상입니다. 전세사기는 수년간 그 수법이 진화되어 왔습니다.\n전세사기에 대처하는 방법으로는 (1) 형사고소, (2) 보증금반환청구소송, (3) 채권추심/강제집행이 있습니다. 이 세 가지 절차가 유기적으로 진행되어야 전세사기 사건에서 피해를 회복할 수 있습니다. 공인중개사가 전세사기에 적극 가담했다면 (4) 공인중개사 및 중개사협회에 대한 손해배상청구도 생각해볼 수 있습니다.\nHUG 등 전세보증보험을 가입하였다고 하더라도, 석연치 않은 이유들로 보증이행을 하지 않는 경우가 허다합니다. 보증보험회사의 입장에서도 세입자에게 보증채무를 이행한 뒤 집주인에게 구상권을 행사하여 보증금을 회수해야 하는데, 집주인으로부터 보증금회수가 불가능할 경우 이는 고스란히 보증보험회사의 손해로 귀속되기 때문입니다. 이 경우 보증금반환에 대한 부담은 고스란히 세입자가 부담하게 됩니다.\n최근 유행하는 갭투자 전세사기는 결국 갭투자 사기꾼이 남겨놓은 재산을 피해자들끼리 나눠먹기를 하는 형국으로 귀결되는 경우가 많습니다. 따라서 신속한 법적 조치를 취한 쪽이 그렇지 않은 쪽보다 유리할 수밖에 없습니다. 전세사기는 수년동안 그 형태가 진화해왔고, 그 수법이 사안마다 다르기 때문에 사안에 맞는 적절한 해결책을 찾기를 원하신다면 관련 자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다.\n참고하실만한 글을 소개해드립니다. 부동산 전세사기 대응방법에 관해서는 아래 글을 참고하시면 도움이 되실 것입니다.\n']"
전세,"['안녕하세요 월세말고 전세는 처음이고 억 단위의 돈을 빌려 개인에게 맡기는 것도 불안해서 부덩산 전문가분들이 계시다면 도움좀 얻고 싶습니다.현재 집을 보고 가계약을 한 상황입니다집은 신축 아파트로 23년5월31일 부터 집을 볼 수있어서 이번에 집을 보고 전세금도 일부 맞춰주셔서 계약하기로 마음먹었는데 제가 계약에 대해 좀 무지한 상태인데 부동산직원분이 집주인과 통화후 가계약금 200을 입금하라고 해서 200을 입금했습니다. 부동산 직원분이 부동산 공급계약서를 보여줬을때 매수자는 A였지만 제가 입금한 계좌주인은 B였습니다.둘은 공동명의라고 해서 그냥 별생각 없이 입금했는데집에와서 또 전세에 대해 이것저것 알아보니 공동명의로 된집을 빌린다는게 찝찝하고, A와B가 공동명의 인지도 모르겠고, 임대차계약금수령확인서도 작성해야 하는건지도 몰랐고 부동산 중개인이 제 인적사항을 문자로 받고 자기가 작성해서 확인서를 대필해서 사진으로만 보내줬습니다. 지금까지는 진행된 상황이고 질문사항 몇개 올려보겠습니다ㅠㅠㅠ1. 신축(2000세대 이상)아파트이고 등기부등본이 나올려면 조금 오래걸린다 들었습니다. 그럼 A와B가 공동명의인지 , 두사람의 지분이 얼마인지 알 방법은 없는건가요?(부동산 직원 말로는 두사람은 부부라 함.)2. 공동명의인 집주인과 전세계약을 할때 계약서 작성시 두사람 다 와야하는지, 와서는 무엇을 특약으로 걸어야 하는지 , 주의사항 등은 무엇이 있을까요?3. 전세금 2억2천 이고 공급계약서 보니 매매금액은 3.6억 이였습니다. 지금은 매매가가 피가 붙어 더 오른 실정이고 부동산 직원 말로는 근저당,융자? 등은 없다고 하였는데 안심해도 될 매물일까요??4. 현재 너무 무지한 상태로 가계약금을 지급했는데 단순히 반환해달라 했을때 반환해줄 의무가 있을까요? 임대차계약금확인서를 부동산 직원이 작성했는데 ㅠㅠ 저는 그냥 그자리에서 입금 빨리해주는게 좋다고 해서 무작정 입금한 죄는 있습니다...조언 및 답변 해주시면 감사하겠습니다 :)\n']","['질문자님께서 작성해 주신 내용을 토대로 답변드리면,\n신축이고 첫입주아파트라면\n공급계약서(분양계약서)를 가지고 전세계약을 진행합니다.\n공급계약서에는 명의자의 인적사항이 나와있어\n공급계약서, 그 명의자 신분증을 토대로 전세계약서를 작성합니다.\n부부공동명의라면 5:5 지분일 확률이 높습니다.\n전세금의 계약금, 중도금, 잔금은\n부부 중 1인의 계좌로 입금하면 되고\n계약서는 부부 2명이 와서 직접 자필서명 또는 도장날인하는 걸 추천드립니다.\n임차인이 전세대출을 받을 경우 전세대출을 진행하는 은행에서\n공동명의자 2인이 직접와서 자필서명 또는 도장날인했는 지 확인합니다.\n전세는 선순위 근저당권 등 담보물권이 없는 상태에서 진행해야\n대항력이 있어 안전하게 전세금을 지킬 수 있습니다.\n불안하시면 계약금을 5% 1천1백만원으로 진행요청하시고\n계약서 작성 전 부동산중개사한테 계약서 초안을 요청하여 읽어보시고\n더 추가로 필요한 부분이 있는 지 검토해보심을 추천드립니다.\n그리고 보증보험까지 가입하시면 더욱 안전하게 진행할 수 있습니다.\n참고하셔서 잘 진행하셨으면 합니다.\n']"
전세,['안녕하세요다가구전세 2년 살고 나갈려는데 집이 안나가서요기한은 다가오는데 주인사장님은 돈 없다 하시고이사간다는 말은 확실히 했는데 이럴경우 집이 안나가면 돈을 어찌 받아야 하나요?전세보증보험도 안해놔서ㅠ부동산에서도 주인이 안 주면 방법 없다 하고답답합니다.. 법으로 해야 하나요?\n'],['안녕하세요.\n부동산은 누구의 편도 아니니 믿지 마시길 바랍니다.\n계약종료 시 퇴거하겠다는 내용을 임대인에게 알리고 임차권등기명령 진행하시길 바랍니다.\n만약 임차권등기명령 후 퇴거하시는 경우 보증금반환 지연이자도 받을 수 있습니다.\n모쪼록 잘 해결되시기를 바랍니다.\n도움이 되셨다면 채택 부탁드립니다.\n감사합니다.\n']
전세,['임대인 입니다. ^^ 전세계약 1년 채결하고 1년 종료시점에 전세입자가 그 상태로 매매계약을 채결할 경우 부동산 전세계약서에 특약사항으로 약속된 매매가에 1년 전세종료시점에 그대로 매매한다는 내용이 있으면 법적 효력이 있는지 궁금합니다. 부동산 중계인은 걱정된다며 우려를 표하고 있어요. 전세 매매 계약서 동시에 진행하고 싶지만 동일 물건에 두가지의 거래는 어려울거 같다 생각되서 그냥 특약사항에만 추가하려는데. 만약 아파트 가격이 떨어지면 종료시점에 매매취소를 주장한다면 어찌되는지 궁금해요.\n'],['안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 정동운 변호사입니다.\n약속된 매매가에 1년 전세종료시점에 그대로 매매한다고 기재하셨는데\n임대차계약 종료시 약정된 매매대금을 지급하였다면(즉 임대차보증금이 매매대금으로 전환되어 일부 매매대금이 기지급된 것임) 계약 당사자가 임의로 계약을 해제할 수는 없습니다.\n원칙상 임대차계약서와 매매계약서를 별도로 작성하지만 임대차계약서 특약사항으로 매매약정을 기재해도 법적 효력이 있습니다.\n이상과 같이 답변 드립니다. 감사합니다.\n변호사 정 동  운 올림.\n']
전세,['제가 돈이 필요하여 소개를 받아부동산 명의를 받아주고 사례금으로 300가량을 받았습니다명의 받았을때 살고 있던 전세 3억 2900만원 전세를 인수 받는 형식으로 했습니다(집에는 대출도 없이 깨끗합니다)전세만 있음그럼에도 300을 안주어 독촉하니 월세로 임차인과 다시계약 할거니 확정일자를 받아 달라해서 받아주고 300을 받았습니다(나중네 알고보니 위조더라거요…)그후로 집을 가져가지 않아 연락 했지만 연락이 두절되었고 결국에 나중에 알아보니 확정일자 다시 받아 대출을 하려 했다가 제가 더 안해주니 결국 포기한 모양이더군요…문제는 임대인과 계약 만료로 보증금을 주어야하는데 대출도 따로 없어서 집을 팔아 주려 했지만… 집이 팔리지 않아 전세금을 반환해주지 못하고 임차인은 hug에 보증보험으로 나갈생각인데 제가 그때 부동산에 무지해서 확정일자 허위로 받은것 때문에 hug에서 임차인이 저를 고소하면 보증 이행한대서 저를 고소했습니다….집만 팔리면 정리가 되는 상황인데(전세 3억2900 시세 3억 6000정도) 수요일 경찰 출석인데 저 형사 처벌 받은적 없습니다 어떤 처벌을 받을까요…? 전?\n'],"['안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 정종욱 변호사입니다.\n\u200b최근 세입자들의 소중한 보증금을 떼어먹는 전세사기가 기승을 부리고 있어 세입자들의 각별한 주의가 필요한 상황입니다. 하지만 사기꾼들의 수법이 워낙 교묘하기 때문에 조심을 한다고 하더라도 눈 뜨고 코베이는 식으로 전세사기를 당하기 십상입니다. 전세사기에 대처하는 방법으로는 (1) 형사고소, (2) 보증금반환청구소송, (3) 채권추심/강제집행이 있습니다. 이 세 가지 절차가 유기적으로 진행되어야 전세사기 사건에서 피해를 회복할 수 있습니다.\nHUG 등 전세보증보험을 가입하였다고 하더라도, 석연치 않은 이유들로 보증이행을 하지 않는 경우가 허다합니다. 보증보험회사의 입장에서도 세입자에게 보증채무를 이행한 뒤 집주인에게 구상권을 행사하여 보증금을 회수해야 하는데, 집주인으로부터 보증금회수가 불가능할 경우 이는 고스란히 보증보험회사의 손해로 귀속되기 때문입니다. 이 경우 보증금반환에 대한 부담은 고스란히 세입자가 부담하게 됩니다.\n최근 유행하는 갭투자 전세사기는 결국 갭투자 사기꾼이 남겨놓은 재산을 피해자들끼리 나눠먹기를 하는 형국으로 귀결되는 경우가 많습니다. 따라서 신속한 법적 조치를 취한 쪽이 그렇지 않은 쪽보다 유리할 수밖에 없습니다. 전세사기는 수년동안 그 형태가 진화해왔고, 그 수법이 사안마다 다르기 때문에 사안에 맞는 적절한 해결책을 찾기를 원하신다면 관련 자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다.\n참고하실만한 글을 소개해드립니다. 부동산 전세사기 대응방법에 관해서는 아래 글을 참고하시면 도움이 되실 것입니다.\n']"
전세,"[""\ufeff 안녕하세요부동산 전세 계약중 궁금한게... 제가 보고 있는집이 근저당설정이 되어있는데잔금시 전액상환말소하는 조건이라고 하더라구요부동산에서는 저희가 잔금을 내면 그 잔금가지고 전액상환말소를 한다고 하는데원래 이절차자 맞나요?저는 '만기상환조건시 잔금을 지급한다' 일줄 알았는데 부동산에서는 반대로 말하시는데원래 이렇게 하는게 맞나요?\ufeff\n""]","['부동산 전세임대차 계약에서 근저당 전액상환말소 조건이 있는 경우, 잔금을 지불하면 부동산에서 근저당을 전액 상환 및 말소하는 절차입니다.\n']"
전세,"['전세 계약서를 작성하였습니다. 계약 기간을 확인해보니 2023년 1월 1일~ 2025년 1월 1일 이런 식으로 2년 +1 하루로 계약서가 작성되어 있는데요.\xa0 제 경험상 대출을 받거나 전세 보증 보험을 들면 2년 단위(2023년 1월1일 ~ 2024년 12월 31일)로 대출을 받거나 보증 보험에 가입을 들었는데, 이렇게 하루가 더 연장되어 계약된 경우는 전세 대출과 전세금 반환 보험 가입이 가능한가요?아직 전세금의 10%만 내고 계약서를 작성한 상태인데, 임대 기간때문에 공인중개사에게 계약서 다시 작성하자고 해야 할까요?\n']","['제 경험상 대출을 받거나 전세 보증 보험을 들면 2년 단위(2023년 1월1일 ~ 2024년 12월 31일)로 대출을 받거나 보증 보험에 가입을 들었는데, 이렇게 하루가 더 연장되어 계약된 경우는 전세 대출과 전세금 반환 보험 가입이 가능한가요? 아직 전세금의 10%만 내고 계약서를 작성한 상태인데, 임대 기간때문에 공인중개사에게 계약서 다시 작성하자고 해야 할까요?\n---> 무지한 중개인에게 민법상 계약기간도 안 배웠냐면서 계약서를 제대로 기간(초일 불산입)을 설정하여 다시 써 달라고 하시면 되겠지요.\n']"
전세,['현재 집 알아보고있는데 공인중개사 자체에 전세보증보험이 가입되어있다고 따로 가입 안해도 된다고하는데 맞나요?\n'],['']
전세,"['21.3월 부동산 전세 계약후 23.3월 2년 경과시점이 되기전에 집주인과 갱신계약을 진행하였습니다.기존에 근저당이 설정되어 있는 집에 전세 계약을 진행하였는데 2년이 지난 시점에 집가격이 많이올랐다고 전세금이 1.5억을 올려서 4억에 계약을 진행하게되었습니다(기존 전세 2.5억)전세금을 올리던지 집주인이 추가대출 받은후에 다시 계약하던지를 선택하라고하던차에집주인이 추가대출을 받은 뒤 다시 계약하면 집주소를 옮겨야하는 위험이 발생하여 전자로 진행하게 되었습니다.21.3월 전세계약 진행시에 집주인이 대출을 받도록 협조한다는 추가조항으로 계약을 진행하였으므로, 집주인이 위 주장을 하고있는 상황입니다.질문1.추가조항 때문에 갱신계약 청구권으로 5%만 올려서 계약은 불가능 한가요?질문2.첨부사진과 같이 집주인이 근저당설정 금액을 감액하기로했는데 약속한기일이 경과된 상태인데 임대인 위약사유로 계약이 파기 가능한가요?(현재 계약금 1.8억, 중도금 8천 지급상태입니다)\n']",['']
전세,['몇 일전에 전세보증금 관련해서 질문을 했었는데..새로운 사실을 알게되어 다시 질문 드려봅니다.시간 순서대로 정리해봅니다.1. 2020년 12월 - 수십세대가 있는 오피스텔의\xa0\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 한 원룸을\xa0 집주인의 위임을 받은 부동산 중개인과\xa0\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 전세계약금 6500만원에 계약 후 주민센터가서 확정일자 받음2. 2021년 08월 - 위 중개인에게.. 계약만료 전 전세계약 해지를 원한다고 통보.2. 2021년 09월 - 새로운 임대인 A가 건물 인수하고 같은날 동시에 B신탁회사로\xa0\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 소유권 이전 등기완료 됨3. 2021년 12월 - 2020년 12월에 확정일자 받는 날 전입신고를 하지 않았다는 걸 뒤늦게 알고\xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 \xa0 부랴부랴 2021년 12월에 전입신고 했습니다.생각하기도 싫지만 만에 하나임대인 A가 돈을 못 갚아 B회사가 해당 오피스텔을 경매로 넘길경우대항력은 저 부동산 회사보다 밀리는 것은 당연하고1. 저는 주택임대차보호법상\xa0 서울시 소액임차인\xa0 최우선변제금(5천만)을 보장 받을 수 있을까요?2. 임차권등기변경 신청 가능할까요?3. 전세보증금 반환 신청 가능할까요?위약금을 좀 물더라도 빨리 계약해지를 하고 전세금을 돌려받고 싶은마음 뿐입니다.지금 상황에서 제가 대처해볼 수 있는 방법이 있으면 답변 부탁드립니다.\n'],['안녕하세요. 서울지방변호사회-네이버 지식iN 상담 변호사 정종욱 입니다.\n신탁등기부동산 보증금반환 방법에 관해서는 아래 블로그 글을 참고하시면 도움이 되실 것입니다.\n']
전세,"['2021/5/31 계약을 하였으며 2년 계약했습니다 .만기일 다되어가 계약 해지 통보를 하는데 아직 연락이 안되는 상태입니다\xa0 2022/12/21 부터 이번 계약일 까지만 살고 나간다고 연락을 한 상태 인데 연락이 안됩니다 전화도 매일 하였으나 받지 않는 상태고 부동산에도 연락을 매일 연락을 하여도 집주인이랑 연락 안된다 고만 이야기하네요 .. .\xa0현 / 내용 증명 2번 하였습니다 . 2번다 반송 당하고\xa0 아무것도 못 하는 중입니다 ..\xa01.집주인 핸드폰 번호 다시 알아내는 방법이 있을까요 ..\xa0\xa02. 이러한 경우 해결 방법이 있을까요 ..,3. 집주인 등기에 표시된 집 주소에 찾아 갈려고 하는데 주거 침입죄 로 고소당할까요 ?\xa0\xa0도와주세요ㅜㅜ\n']","['안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 정종욱 변호사입니다.\n전세계약이 종료되면 집주인은 세입자에게 보증금 전액을 반환해주어야 할 의무가 있습니다. 전세보증금을 돌려주지 않는 집주인이 “새로운 세입자가 구해지면 보증금을 돌려주겠다.”고 이야기하는 경우가 많은데, 이는 법률상 근거가 없는 주장입니다. 전세만기에도 집주인이 보증금을 돌려주지 않으면 임차권등기명령, 전세보증금반환소송을 진행하셔야 합니다. 구체적인 대응방법은 사안에 따라 다르니, 보다 자세한 상담을 원하시면 관련자료를 지참해 전문 변호사와 상담을 진행해보시는 것이 좋습니다.\n']"
전세,"['안녕하세요신혼부부로 전세를 알아보고 있는 사람입니다.일단 A아파트를 알아보았는데현재 그 아파트 매매 시세는 1억7천정도 되고같은동 전세로 나와 있는 매물은 1억5천입니다.아파트는 97년에 지어진 아파트 인데 내부 리모델링이 전부 되어있고 같은동 다른 호의 방과 비교해봐도 다른 아파트 처럼 깔끔합니다.그런데 전세금이 너무 비싼거 같아 걱정이 되고있습니다.이제 부터 질문드릴 사항은1. 매매가와 전세금이 차이가 나지 않을경우 문제(걱정)가 되는 부분은 어떤것이 있을까요?2. 집주인분의 인적사항(보유한 집의 갯수, 집주인의 직업, 집주인의 부채, 직업 등등)을 많이 모르는 상황인데 이런것을 부동산을 통해 알수가 있나요?3. 전세사기의 유형은 어떠한 것이 있나요??4. 부동산에서 전세계약전 전세가의 5프로의 계약금을 먼저 지불(가계약?)하고 계약을 나중에 할수 계약을 이어나갈수 있다고 하는데 계약을 취소하게 되면 계약금을 돌려받을수 없는건가요??\n']",['일단 문제 없습니다. 전세보증보험 가입하는 게 좋습니다.\n집값이  1.5억 이하로 하락하면 주인이 소유권을 포기할 수도 있습니다. 그럼 깡통전세가 되는 겁니다.\n최악의 경우에도 손실이 크지는 않습니다.\n']
전세,"['최근에 등기를 떼볼 일이 생겨서 확인해봤다가집주인 명의가 바뀐걸 알게 됐어요.또 기존에는 없던 근저당까지 큰 금액으로 잡혀있어서요즘 매일매일이 너무 심란합니다.2년 전쯤 이사할 집을 못구해서 마음이 매우 급했던 차에오래 알고지낸 지인이 괜찮게 나온 물건이 있다면서공인중개사를 소개해줬어요.아무래도 서로 알만한건 다 아는 지인이다보니당연히 문제 없는 곳이라고 생각했고급한 마음에 계약금부터 걸고 들어와 살았네요.곧 계약 만료를 앞두고 있구요. 지역은 성남입니다.그동안 집 관련으로 상의 할 일이 있으면집주인보다는 공인중개사랑 이야기를 했었는데요.이런 상황이 처음이기도 하고 요즘 비슷한 내용으로부동산 전세사기네 뭐네 시끄럽다 보니 불안한 마음이 크네요.제가 지금 집에 들어오고 한달 뒤에 명의가 바뀌었는데그동안 공인중개사에게 명의변경,근저당 관련 내용으로는한마디도 들어본 적이 없어요.계약 만료시 빠르게 전세금 돌려받고 싶은데만약 집주인이 돈을 돌려주지 못하겠다고 한다면어떻게 대처해야 하는지 조언 부탁드립니다.\n']",['명의 바뀌고 근저당 있단 이유만으로 사기는 아닙니다.\n일단은 만기일 2~6개월 전 현 등기부상 소유주에게 해지 통보부터 남기세요\n']
전세,['안녕하세요 현재 살고 있는 집의 계약 만료일이 8월 26일(토)입니다.전세 관련 궁금사항이 있어서 아시는 분은 답변 부탁드립니다.1) 현재 집 임대인(집주인)이 다른분한테 집을 팔기로 해서 다른 분과는 계약금만 지불된 상황입니다.새로운 임대인은 직접 거주를 위해 집을 구매하였고요.이 경우 저는 새로운 전세집에 대한 계약금을 현재 집주인에게 요구하고 싶은데 가능한 부분인가요?2) 계약 만료일이 8월 26일 인 경우 새로운 전세 집 계약은 보통 언제부터로 시작하나요? 또한 이사는 언제쯤 하는게 맞나요?3) 계약 만료일(8월26일) = 이사일 = 현재 집 전세금 돌려받기 = 새로운 집 잔급 지급일상기 4개가 같은 날 이뤄지는게 맞을까요?2년에 한번씩 하다보니까 항상 까먹네요. 상세한 답변 부탁드려요\n'],['질문에 답변드리겠습니다.\n1) 현재 집 임대인(집주인)이 다른분한테 집을 팔기로 해서 다른 분과는 계약금만 지불된 상황입니다.\n새로운 임대인은 직접 거주를 위해 집을 구매하였고요.\n이 경우 저는 새로운 전세집에 대한 계약금을 현재 집주인에게 요구하고 싶은데 가능한 부분인가요?\n==> 가능합니다. 등기상 소유자에게 요구하시기 바랍니다.\n2) 계약 만료일이 8월 26일 인 경우 새로운 전세 집 계약은 보통 언제부터로 시작하나요? 또한 이사는 언제쯤 하는게 맞나요?\n==> 통상 2~3개월 전부터 진행하시는 것이 적절해 보입니다.\n3) 계약 만료일(8월26일) = 이사일 = 현재 집 전세금 돌려받기 = 새로운 집 잔급 지급일\n상기 4개가 같은 날 이뤄지는게 맞을까요?\n==>네 그렇습니다. 질문자님께서는 소유자에게 보증금을 받고 이사를 하시면 모든 절차를 마무리할 수가 있습니다.\n']
전세,"['전세계약 하려고 집을 알아보던중 맘에드는 집이나와서\xa0 가계약금 100만원 걸었습니다.\xa0공동 중개였습니다.입금 후 문자로 가계약 약정서도 받았고요,임대인 단순 변심으로 인한 파기는 배액배상임차인 단순 변심으로 인한 파기는 계약금 포기라는 명시도 있었습니다.\xa0본 계약 날짜 하루 남겨두고,\xa0저희쪽 부동산에서 전하길 임대인이 본계약시 계약금을 10% 달라고 했다더군요\xa0저희는 가계약 전과, 후에도 문자로 5%로라고 확인 받은상태에서 5%금액만 준비했는데하루아침에 돈을 구하지 못한다 하니,\xa0그럼 가계약금 100만원 돌려주고 계약을 파기하자고 하더라고요결론은 두 부동산이 제대로 정보 공유하지않아서 저희가 계약 하루 전날 일방적으로 계약 파기를 당했습니다.\xa0배액배상을 물론 사과도 받지 못했고요.이 경우 소 제기가 가능할지,가능하다면 임대인 양쪽 두 부동산 모두에게 적용되는지 궁금합니다.\n']",['안녕하세요. 서울지방변호사회 소속으로 지식iN 법률상담을 진행하고 있는 정동운 변호사입니다.\n질문자분은 계약금 5%로 중개인에게 미리 이야기 하였는데 중개인이 이에 관하여 상대방과 협의가 안되어 벌어진 일로 보입니다.\n그렇다면 가계약금의 배액 부분은 중개인의 과실(또는 고의)로 받지 못하게 되었으므로 중개인에게 배상청구를 하실 수 있을 뿐입니다.\n이상과 같이 답변 드립니다. 감사합니다.\n변호사 정 동 운 올림.\n']
전세,['안녕하세요 이번에 신축 오피스텔 전세를 알아보고있는 사람입니다.등기부등본을 확인해보니 사진과 같이 표기되어 있고 을구에는 아무런 항목도 기재되어 있지 않았습니다.인터넷에 신탁사기라는게 많이 보여서 궁금한데 고수님들의 자문이 필요합니다.도와주십쇼ㅠㅜ\n'],['']
전세,['지금 2층 빌라에서 살고있는데 3층 세입자분이 이사를 가서\xa0 제가 이사가려고 합니다. 집주인분이 해당 건물주 여서 부동산을 안끼고 이사를 하라고하시는데 3억이라서 전세보증을 가입 하려하니 부동산을 끼고 해야지 보증보험에 가입이 가능하더라구요그럼 근처 부동산에 가서 부동산을 끼고 하면 수수로를 줘야하느요?\n'],['5월부터 보증보험 가입요건 바뀝니다.\n공시가 126%내만 가입가능해요.\n확인 먼저 하시고 계약하시길(국토교통부 홈페이지)\n']
